пореден номер,заглавие,автор,година,том/част,инвентарен номер
14659,Разработки по бълг. л-ра,"Стойкова,М.",,,27713
14660,Разработки по бълг. л-ра,"Стойкова,М.",,,27714
14661,Книга по история за,"Матанов,Хр.",,,27716
14662,От извора,,,,27717
14663,Басни,"Крилов,И.",,,27718
14664,"Библ. ""Ерато""","Хьолдерлин,Фр.",,,27719
14665," Библ. ""Ерато""","Пастернак,Б.",,,27720
14666,Сонети,Шекспир,,,27721
14667,Сърцата на тримата,"Лондон,Дж.",,,27722
14668,Лейди Бос,"Колинс,Дж.",,,27724
14669,Трифонов История на Б-я,"Георгиев,В.,",,,27728
14670,Разпилени от вятъра,"Ендрюс,В.С.",,,27729
14671,Замъкът,"Кафка,Фр.",,,27731
14672,12 странстващи разкази,"Маркес,",,,27732
14673, Ева Луна,"Алиенде,Исабел",,,27733
14674,Търкалящ се камъни,"О,Хенри",,,27734
14675,Записки по бълг.,"Стоянов,З.",,,27735
14676,Лирика.Поеми,"Славейков,Пенчо",,,27736
14677,Лирика.Поеми,"Славейков,Пенчо",,,27737
14678,Поезия.Проза,"Яворов,П.",,,27738
14679,Поезия.Проза,"Яворов,П.",,,27739
14680,Чичовци.Немили-недраги,"Вазов,Ив.",,,27740
14681,Чичовци.Немили-недраги,"Вазов,Ив.",,,27741
14682,Разкази.Пътеписи,"Вазов,Ив.",,,27742
14683,Разкази.Пътеписи,"Вазов,Ив.",,,27743
14684,Поезия,"Вазов,Ив.",,,27744
14685,Поезия,"Вазов,Ив.",,,27745
14686,Под игото,"Вазов,Ив.",,,27746
14687,Под игото,"Вазов,Ив.",,,27747
14688,Пътеписи.Фейлетони,"Константинов,Ал.",,,27748
14689,Пътеписи.Фейлетони,"Константинов,Ал.",,,27749
14690,Пътеписи.Фейлетони,"Константинов,Ал.",,,27750
14691,Бълг. ханове и царе,"Андреев,Йордан",,,27751
14692,История на второто бълг.,"Андреев,Йордан",,,27752
14693,Приемният изпит по математика,"Петров,Д.",,,27753
14694,Четиризначни математ. Таблици,,,,27754
14695,Вазовото творчество,Танчева.,,,27755
14696,Вазовото творчество,Танчева.,,,27756
14697,Ботевото товорчество,"Радев,Ив.",,,27757
14698,Ботевото товорчество,"Радев,Ив.",,,27758
14699,Житие и страдание,Врачански.Софроний,,,27759
14700,Житие и страдание,Врачански.Софроний,,,27760
14701,Житие и страдание,Врачански.Софроний,,,27762
14702,Житие и страдание,Врачански.Софроний,,,27763
14703,История славянобълг.,"Хилендарски,Паисий",,,27764
14704,История славянобълг.,"Хилендарски,Паисий",,,27765
14705,История славянобълг.,"Хилендарски,Паисий",,,27766
14706,История славянобълг.,"Хилендарски,Паисий",,,27767
14707,История славянобълг.,"Хилендарски,Паисий",,,27768
14708,Иванко,"Друмев,Васил",,,27769
14709,Иванко,"Друмев,Васил",,,27770
14710,Иванко,"Друмев,Васил",,,27771
14711,Иванко,"Друмев,Васил",,,27772
14712,Иванко,"Друмев,Васил",,,27773
14713,Криворазбраната,"Войников,Д.",,,27774
14714,Криворазбраната,"Войников,Д.",,,27775
14715,Криворазбраната,"Войников,Д.",,,27776
14716,Криворазбраната,"Войников,Д.",,,27777
14717,Криворазбраната,"Войников,Д.",,,27778
14718,Снаха,"Караславов,Г.",,,27779
14719,Снаха,"Караславов,Г.",,,27780
14720,Снаха,"Караславов,Г.",,,27781
14721,Снаха,"Караславов,Г.",,,27782
14722,Снаха,"Караславов,Г.",,,27783
14723,Българи от старо,"Каравелов,Л.",,,27784
14724,Българи от старо,"Каравелов,Л.",,,27785
14725,Българи от старо,"Каравелов,Л.",,,27786
14726,Българи от старо,"Каравелов,Л.",,,27787
14727,Българи от старо,"Каравелов,Л.",,,27788
14728,Българи от старо,"Каравелов,Л.",,,27789
14729,Българи от старо,"Каравелов,Л.",,,27790
14730,Българи от старо,"Каравелов,Л.",,,27791
14731,Българи от старо,"Каравелов,Л.",,,27792
14732,Българи от старо,"Каравелов,Л.",,,27793
14733,,"Христов,Кирил",,,27794
14734,,"Христов,Кирил",,,27795
14735,Лирика,"Лилиев,Н.",,,27796
14736,Лирика,"Лилиев,Н.",,,27797
14737,Поезия,"Михайловски,Ст.",,,27798
14738,Стихотворения и поезия,"Славейков,Петко",,,27800
14739,Стихотворения и поезия,"Славейков,Петко",,,27801
14740,Стихотворения и поезия,"Славейков,Петко",,,27802
14741,Стихотворения и поезия,"Славейков,Петко",,,27803
14742,Сб. Тестове,"Парзулова,М.",,,27804
14743,Биографии на бълг. писатели,,,,27805
14744,Близки и непостижими,"Каролев,Ст.",,,27806
14745,10 клас,Алманах,,,27807
14746,Съдбата е жена,"Адлър,Ел.",,,27808
14747,Островът на скъпоценностите ч.1,"Май,Карл",,ч.1,27809
14748,Скиптър и чук ч.1,"Май,Карл",,ч.1,27810
14749, ч.2,"Май,Карл",,ч.2,27811
14750, Махди,"Май,Карл",,,27812
14751,Неизправности в ел.,"Божинов,Борис",,,27813
14752,Вицове за лордове,,,,27814
14753,Мадоната от спалните вагони,Докобра,,,27815
14754,Луна и грош,"Моъм,С.",,,27817
14755,Кървава неделя,"Флетчър,А.",,,27818
14756,Домашна библия ч.6,,,ч.6,27819
14757,Кратка история на бълг. народ,,,,27821
14758,Мъртви души,Гогол,,,27822
14759,Мъртви души,Гогол,,,27823
14760,"Отново за въпросите, които не са на мода",,,,27824
14761,"Отново за въпросите, които не са на мода",,,,27825
14762,"Отново за въпросите, които не са на мода",,,,27826
14763,"Отново за въпросите, които не са на мода",,,,27827
14764,История на Б-я 18 век,,,,27828
14765,Основи на електротехниката,"Ананиев,Л.",,,27830
14766,Монтажи и експлоатация на,Захариев,,,27831
14767,Каспар Хаузер или ,Якоб,,,27833
14768,Моя скъпа Сабрина,"Ендрюс,В.С.",,,27835
14769,Гореща музика,"Буковски,Ч.",,,27836
14770,Парламентьорът,"Форсайт,Фр.",,,27837
14771,Големи криминални случаи,"Боровичка,В.",,,27838
14772,Френска целувка,"Лустбадер,Ерик",,,27839
14773,Исихийски лакърдии,"Буковинова,Вида",,,27840
14774,Призрачната колесница.Митични новели,,,,27841
14775,Моята призрачна любов,"Харкин,Д.К.",,,27842
14776,Луда любов,"Бретан,Андре",,,27845
14777, Оживление в мравуняка,"Ангелов,Анг.",,,27846
14778,Светила и спътници,"Банков,Б.",,,27847
14779,Асансьори ч.2,"Станчев,А.,Стойнев",,ч.2,27850
14780,Ботевото товорчество,"Радев,Ив.",,,27852
14781,Разкази.,"Вазов,Ив.",,,27853
14782,Ботевото товорчество,"Радев,Ив.",,,27854
14783,Маминото детенце,"Каравелов,Л.",,,27857
14784, 11 века,"Македонска,Цв.",,,27859
14785,Р-ство за ученика по БЕЛ,"Шумелова,М.",,,27860
14786,Немили-недраги,"Вазов,Ив.",,,27861
14787,Ад Критич. прочети и коментарии,Данте,,,27862
14788, Разкази,Елин-Пелин,,,27863
14789,Алманах 9 клас ч.2,,,ч.2,27864
14790,Очерк за себе си,"Дилов,Любен",,,27865
